"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Chameleon/Materials/M_RadialBlurHLSL.M_RadialBlurHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ScratchesHLSL.M_ScratchesHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ScreenDamage.M_ScreenDamage","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ScreenDecals.M_ScreenDecals","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ScreenDrops.M_ScreenDrops","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ScreenFire.M_ScreenFire","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ScreenWavesHLSL.M_ScreenWavesHLSL","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_SelectiveColor.M_SelectiveColor","0","0","28","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Sharpen.M_Sharpen","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Sketch.M_Sketch","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Snow.M_Snow","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Sonar.M_Sonar","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Speedlines.M_Speedlines","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Squares.M_Squares","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Tiles.M_Tiles","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_ToonShading.M_ToonShading","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_TVNoise.M_TVNoise","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Wired.M_Wired","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_WorldGlitch.M_WorldGlitch","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_WorldSplash.M_WorldSplash","0","0","9","1","0.000000","0","0"
"/Game/Chameleon/Materials/M_Zone.M_Zone","0","0","9","1","0.000000","0","0"
"/Game/M_/M_FishMove.M_FishMove","0","90","93","1","55.118095","0","0"
"/Game/M_/MM.MM","0","79","79","1","94.492714","58","58"
"/Game/FX/Material/Niagara/Opacity_Mesh_FX.Opacity_Mesh_FX","0","63","63","1","56.092400","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","51","1","0.000000","0","0"
"/Game/FX/Material/Niagara/Base_Mesh_FX.Base_Mesh_FX","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","31","1","0.000000","0","0"
"/Game/M_/M_Moss.M_Moss","0","55","55","1","41.002384","0","0"
"/Game/M_/SkySphereMaterial1.SkySphereMaterial1","0","7","7","1","3.265412","0","0"
"/Game/AdvancedVillagePack/Materials/M_Water.M_Water","0","52","52","1","102.306847","0","0"
"/Game/M_/PostPr_Mat.PostPr_Mat","0","9","9","1","5.155550","0","0"
"/Game/M_/M_Birds.M_Birds","0","68","74","1","34.516663","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","31","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","7","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","31","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","55","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","31","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","7","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","14","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","7","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","52","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","52","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","119","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","31","1","0.000000","0","0"
"/Game/M_/sky.sky","0","12","13","1","6.712381","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","216","2","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","81","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle1.M_Dust_Particle1","0","37","37","1","25.062540","0","0"
"/Game/M_/Water.Water","0","50","50","1","176.050262","0","0"
"/Game/M_/MM_Wind.MM_Wind","0","65","66","1","67.112579","0","0"
"/Game/M_/Decal/Decal.Decal","0","38","38","1","27.179455","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","91","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","41","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","19","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","19","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","31","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","58","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_Heat.m_Heat","0","37","37","1","15.310678","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","29","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_Cloud.m_Cloud","0","37","37","1","15.375485","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","35","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","31","1","0.000000","0","0"
"/Game/M_/M_Pech.M_Pech","0","19","19","1","9.874178","0","0"
"/Game/M_/M_Fish.M_Fish","0","68","74","1","26.151031","0","0"
"/Game/M_/Watter_DF.Watter_DF","0","65","66","1","107.156677","0","0"
"","0","1","0","1","0.000000","7","0"
"/Game/FX/Material/Niagara/DefaultRibbonMaterial.DefaultRibbonMaterial","0","51","51","1","26.246317","0","0"
"/Game/FX/Material/Niagara/BaseSprite.BaseSprite","0","71","71","1","35.456680","0","0"
"/Game/AdvancedVillagePack/Materials/M_Simple_Cutout.M_Simple_Cutout","0","78","82","1","35.325382","0","0"
"/Game/AdvancedVillagePack/Materials/M_Uber_Cutout_Wind.M_Uber_Cutout_Wind","0","78","82","1","49.186516","0","0"
"/Game/AdvancedVillagePack/Materials/M_Pfx_Additive.M_Pfx_Additive","0","29","29","1","14.216443","0","0"
